product_id,name,current_price,original_price,review_count,rating_average,battery,bluetooth,brand,camera_primary,camera_secondary,GPU,chip_set,NFC,CPU,display_type,GPS,internet,accessories,model,jack_3.5mm,sim_type,charging_port,weight,camera_video,RAM,ROM,screen_size,wifi,source,category,category_id,discount_rate,url,image_url,thumbnails
95959,OPPO Reno13 F 8GB 256GB,0,8990000.0,5,5,5800mAh (Typ),v5.3 BLE,oppo,"Camera chính: 50MP, F/1.8<br> Camera góc rộng: 8MP, F/2.2 <br>Camera marco: 2MP, F/2.4","32MP, f/2.4 ",ARM G57 MC2 1.0GHz,"MediaTek Helio G100, tối đa 2.2GHz",Có,N/A,AMOLED,"GPS, GLONASS, BDS, Galileo, QZSS",4G,Điện thoại <br>Sạc <br> Cáp USB <br> Dụng cụ lấy SIM<br> Hướng dẫn nhanh <br> Hướng dẫn an toàn <br> Ốp lưng bảo vệ,iPhone 15 Pro,Không,2 SIM (Nano-SIM),USB Type-C,Khoảng 192g (Bao gồm pin),N/A,8G,128GB và 256GB,6.67 inches,"Wifi 2.4G/5G, 802.11 a/b/g/n/ac",cellphones.com.vn,3,mobiles,1,http://cellphones.com.vn/dien-thoai-oppo-reno13f-4g.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo-reno13-f-chinh-hang-hinh-2.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/o/p/oppo-reno13-f-chinh-hang-hinh-2.png
59254,iPhone 16 128GB | Chính hãng VN/A,20990000.0,22990000.0,14,4.9,4.300 mAh,Bluetooth 5.3,apple,"Camera chính: 48MP, f/1.6, 26mm, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu cao<br> Camera góc siêu rộng: 12MP, ƒ/2.2, 13 mm, Focus Pixels 100%, Độ phóng đại quang học 2x, độ thu nhỏ quang học 2x; phạm vi thu phóng quang học 4x Độ thu phóng kỹ thu","12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels",GPU 5 lõi mới,Apple A18 ,Có,CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,Super Retina XDR OLED,"GPS, GLONASS, Galileo, QZSS và BeiDou",5G,"iPhone sử dụng iOS 18, Cáp Sạc USB‑C (1m), Tài liệu",Lenovo Tab Extreme,Không,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,USB Type-C,170 gram,"4K@24 fps<br>4K@25 fps<br>4K@30 fps<br>4K@60 fps<br>1080p@25fps, 1080p@30 fps, hoặc 1080p@60 fps",8GB - 12GB,128GB và 256GB,6.1 inches,Wi‑Fi 7 (802.11be) với 2x2 MIMO7,cellphones.com.vn,3,mobiles,9,http://cellphones.com.vn/iphone-16.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-16-1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-16-1.png
43151,iPhone 15 Pro Max 256GB | Chính hãng VN/A,28990000.0,34990000.0,84,4.9,4422 mAh,v5.3,apple,"Camera chính: 48MP, 24 mm, ƒ/1.78 <br>Camera góc siêu rộng: 12 MP, 13 mm, ƒ/2.2<br>Camera Tele: 12 MP","12MP, ƒ/1.9",GPU 6 nhân mới,Apple A17 Pro 6 nhân,Có,CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi hiệu suất,Super Retina XDR OLED,"GPS tần số kép chính xác (GPS, GLONASS, Galileo, QZSS, BeiDou và NavIC)",5G,"Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C",iPhone 15 Pro,Không,2 SIM (nano‑SIM và eSIM),USB Type-C,221 g,4K@24/25/30/60 fps<br>HD 1080p@25/30/60 fps<br>HD 720p@30 fps,8GB - 12GB,128GB và 256GB,6.7 inches,Wi‑Fi 6E (802.11ax),cellphones.com.vn,3,mobiles,18,http://cellphones.com.vn/iphone-15-pro-max.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-15-pro-max_3.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-15-pro-max_3.png
53706,Samsung Galaxy A15 LTE 8GB 128GB,4190000.0,4990000.0,21,4.7,5000 mAh,v5.3,samsung,"Chính 50 MP & Phụ 5 MP, 2 MP",13MP,Mali-G57,MediaTek G99,Có,2 nhân 2.2 GHz & 6 nhân 2.0 GHz,Super AMOLED,BEIDOU<br>GALILEO<br>GLONASS<br>GPS<br>QZSS,4G,"Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C",OPPO A17K ,Có,2 SIM (Nano-SIM),USB Type-C,200 g,1080p@30fps<br>HD 720p@30/120fps,8GB - 12GB,128GB và 256GB,6.5 inches,Dual-band (2.4 GHz/5 GHz)<br>Wi-Fi 802.11 a/b/g/n/ac<br>Wi-Fi Direct,cellphones.com.vn,3,mobiles,16,http://cellphones.com.vn/samsung-galaxy-a15.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/a/galaxy-a15-xanh-01.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/a/galaxy-a15-xanh-01.png
59294,Samsung Galaxy S24 Ultra 12GB 256GB,23490000.0,33990000.0,34,4.9,"5,000mAh ",v5.3,samsung,"Camera chính: 200MP, Laser AF, OIS <br>Camera: 50MP,  PDAF, OIS, zoom quang học 5x<br>Camera tele: 10MP<br>Camera góc siêu rộng: 12 MP, f/2.2, 13mm, 120˚","12 MP, f/2.2",Adreno 750 (1 GHz),Snapdragon 8 Gen 3 For Galaxy,Có,"3.39GHz,3.1GHz,2.9GHz,2.2GHz",Dynamic AMOLED 2X,"GPS, Glonass, Beidou, Galileo, QZSS",5G,Điện thoại thông minh <br>2. Cáp truyền dữ liệu <br>3. Que lấy sim <br> * Galaxy S24 Ultra không bao gồm củ sạc.,Lenovo Tab Extreme,N/A,SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM,USB Type-C,232g,"8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, 1080p@960fps",8GB - 12GB,128GB và 256GB,6.8 inches,"802.11a/b/g/n/ac/ax/be 2.4GHz+5GHz+6GHz, EHT320, MIMO, 4096-QAM",cellphones.com.vn,3,mobiles,31,http://cellphones.com.vn/samsung-galaxy-s24-ultra.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/s/ss-s24-ultra-xam-222.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/s/s/ss-s24-ultra-xam-222.png
36242,iPhone 13 128GB | Chính hãng VN/A,12890000.0,17290000.0,218,5,3240mAh,v5.0,apple,"Camera góc rộng: 12MP, f/1.6 <br> Camera góc siêu rộng: 12MP, ƒ/2.4 ","12MP, f/2.2",Apple GPU 4 nhân,Apple A15,Có,3.22 GHz,Super Retina XDR OLED,"GPS, GLONASS, Galileo, QZSS, and BeiDou",5G,"Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Lightning - Type C",iPhone 13,Không,2 SIM (nano‑SIM và eSIM),Lightning,173g,4K 2160p@30fps/60fps/24fps<br>FullHD 1080p@30fps/60fps/120fps/240fps<br>HD 720p@30fps,4GB - 6GB,128GB và 256GB,6.1 inches,Wi‑Fi 6 (802.11ax),cellphones.com.vn,3,mobiles,26,http://cellphones.com.vn/iphone-13.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-13_2_.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-13_2_.png
80473,Samsung Galaxy M55 12GB 256GB,8990000.0,11190000.0,7,4.9,5000 mAh,"v5.2, A2DP, LE",samsung,"Camera góc rộng: 50 MP, f/1.8, 1/1.56"", 1.0µm, PDAF, OIS <br> Camera góc siêu rộng: 8 MP, f/2.2, 123˚ <br>Camera macro: 2 MP, f/2.4","Camera góc rộng: 50 MP, f/2.4",Adreno 644,Qualcomm Snapdragon 7 Gen 1 (4 nm),Có,1x2.4 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510,Super AMOLED Plus,"GPS, GALILEO, GLONASS, BDS, QZSS",5G,"Hộp, Sách hướng dẫn, Cáp Type C, Cây lấy sim",Razer Edge 5G,Không,2 SIM (Nano-SIM),USB Type-C,180 g,"4K@30fps, 1080p@30/60fps, gyro-EIS",8GB - 12GB,128GB và 256GB,6.7 inches,802.11 a/b/g/n/ac/6,cellphones.com.vn,3,mobiles,20,http://cellphones.com.vn/dien-thoai-samsung-galaxy-m55.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-m55.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/i/dien-thoai-samsung-galaxy-m55.png
65920,Samsung Galaxy Z Flip6 12GB 256GB,18490000.0,28990000.0,5,5,4000 mAh,v5.3,samsung,"Camera góc chụp rộng: 50.0 MP, f/1.8, thu phóng quang học 2x<br>Góc chụp siêu rộng: 12.0 MP, f/2.2","10.0 MP, f/2.2",N/A,Snapdragon 8 Gen 3 for Galaxy Tăng lên 42% AI,Có,"8 nhân 3.39 GHz, 3.1GHz, 2.9GHz, 2.2GHz",Dynamic AMOLED 2X,"GPS, Glonass, Beidou, Galileo, QZSS",5G,N/A,Masstel Fami 60 ,N/A,2 Nano SIM hoặc 1 Nano + 1 eSIM,USB Type-C,187 g,"UHD 4K (3840 x 2160)@60fps<br>240fps @FHD, 120fps @FHD",8GB - 12GB,128GB và 256GB,6.7 inches,Wi-Fi 802.11a/b/g/n/ac/ax <br>2.4GHz+5GHz+6GHz,cellphones.com.vn,3,mobiles,37,http://cellphones.com.vn/samsung-galaxy-z-flip-6.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/f/r/frame_166_3.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/f/r/frame_166_3.png
59257,iPhone 16 Pro 128GB | Chính hãng VN/A,27390000.0,28990000.0,10,4.9,N/A,Bluetooth 5.3,apple,"Camera chính: 48MP, f/1.78, 24mm, chống rung quang học dịch chuyển cảm biến thế hệ thứ hai, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu cao<br>Hỗ trợ Telephoto 2x 12MP: 52 mm, ƒ/1.6<br> Camera góc siêu rộng: 48MP, 13 mm, ƒ/2.2 và trường ảnh 120°, H","12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels",GPU 6 lõi mới,Apple A18 Pro,Có,CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,Super Retina XDR OLED,"GPS, GLONASS, Galileo, QZSS và BeiDou",5G,"iPhone sử dụng iOS 18, Cáp Sạc USB‑C (1m), Tài liệu",Lenovo Tab Extreme,N/A,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,USB Type-C,199 gram,Quay video 4K Dolby Vision ở tốc độ 24 fps <br>Quay video 1080p Dolby Vision <br>Quay video 720p Dolby Vision <br>,8GB - 12GB,128GB và 256GB,6.3 inches,Wi‑Fi 7 (802.11be) với 2x2 MIMO7,cellphones.com.vn,3,mobiles,6,http://cellphones.com.vn/iphone-16-pro.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-16-pro_1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-16-pro_1.png
43152,iPhone 15 128GB | Chính hãng VN/A,18690000.0,22990000.0,28,4.9,3349 mAh,v5.3,apple,Chính 48 MP & Phụ 12 MP,"12MP, ƒ/1.9",5‑core GPU, Apple A16 Bionic 6 nhân,Có,CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,Super Retina XDR OLED,"GPS, GLONASS, Galileo, QZSS, and BeiDou",5G,"Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C",iPhone 15 Pro,Không,2 SIM (nano‑SIM và eSIM),USB Type-C,171g,HD 720p@30fps<br>FullHD 1080p@60fps<br>FullHD 1080p@30fps<br>4K 2160p@24fps<br>4K 2160p@30fps<br>4K 2160p@60fps<br>FullHD 1080p@120fps<br>FullHD 1080p@240fps,4GB - 6GB,128GB và 256GB,6.1 inches,Wi-Fi MIMO<br>Wi-Fi 6<br>Wi-Fi 802.11 a/b/g/n/ac/ax,cellphones.com.vn,3,mobiles,19,http://cellphones.com.vn/iphone-15.html,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-15-plus_1__1.png,https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/iphone-15-plus_1__1.png
